User_ID,Category,Rating,Reviews,Size_MB,Installs,Type,Price_USD,Content_Rating,Genres,Last_Updated,Current_Ver,Android_Ver
USR00045,ART_AND_DESIGN,4.7,174531,24,10000000,Free,0,Everyone,Art & Design,2018-07-31,1.6.1,4.1 and up
USR00046,ART_AND_DESIGN,4.6,1070,26,100000,Free,0,Everyone,Art & Design,2017-11-14,1.6,4.1 and up
USR00047,ART_AND_DESIGN,4.2,85,8,100000,Free,0,Everyone,Art & Design,2017-12-17,2.0.0,4.1 and up
USR00048,ART_AND_DESIGN,4.3,845,7.9,100000,Free,0,Everyone,Art & Design,2018-05-28,1,2.3 and up
USR00049,AUTO_AND_VEHICLES,4.2,367,25,100000,Free,0,Everyone,Auto & Vehicles,2018-05-10,1,4.0.3 and up
USR00050,AUTO_AND_VEHICLES,4,1598,56,1000000,Free,0,Everyone,Auto & Vehicles,2018-07-26,11,4.1 and up
USR00051,AUTO_AND_VEHICLES,3.8,284,57,100000,Free,0,Everyone,Auto & Vehicles,2018-07-26,3,4.1 and up
USR00052,AUTO_AND_VEHICLES,4.6,17057,,1000000,Free,0,Everyone,Auto & Vehicles,2018-07-30,Varies with device,Varies with device
USR00053,AUTO_AND_VEHICLES,3.9,129,35,100000,Free,0,Everyone,Auto & Vehicles,2018-07-26,3,4.1 and up
USR00054,AUTO_AND_VEHICLES,4.3,542,33,100000,Free,0,Everyone,Auto & Vehicles,2018-07-31,4,4.1 and up
USR00055,AUTO_AND_VEHICLES,4.9,10479,33,100000,Free,0,Everyone,Auto & Vehicles,2018-07-18,1.7.1,4.0 and up
USR00056,AUTO_AND_VEHICLES,4.4,805,5.6,50000,Free,0,Everyone,Auto & Vehicles,2018-07-29,2.5.1,4.4 and up
USR00057,AUTO_AND_VEHICLES,4.2,129,54,100000,Free,0,Everyone,Auto & Vehicles,2018-07-26,3,4.1 and up
USR00058,AUTO_AND_VEHICLES,4,1403,0.196,100000,Free,0,Everyone,Auto & Vehicles,2014-08-26,1.0.1,2.2 and up
USR00059,AUTO_AND_VEHICLES,3.9,3971,3.6,100000,Free,0,Everyone,Auto & Vehicles,2018-07-30,2.493,4.4 and up
USR00060,AUTO_AND_VEHICLES,4.6,534,5.7,10000,Free,0,Everyone,Auto & Vehicles,2018-07-08,1.9.1,4.0.3 and up
USR00061,AUTO_AND_VEHICLES,4.9,7774,17,100000,Free,0,Everyone,Auto & Vehicles,2018-07-03,1.7,4.2 and up
USR00062,AUTO_AND_VEHICLES,4.3,38846,8.6,1000000,Free,0,Everyone,Auto & Vehicles,2018-07-28,2.20 Build 02,4.1 and up
USR00063,AUTO_AND_VEHICLES,4.6,2431,2.4,100000,Free,0,Everyone,Auto & Vehicles,2018-06-12,1.37,4.0 and up
USR00064,AUTO_AND_VEHICLES,4.9,6090,27,100000,Free,0,Everyone,Auto & Vehicles,2018-07-03,1.7,4.2 and up
USR00065,AUTO_AND_VEHICLES,3.9,295,2.7,10000,Free,0,Everyone,Auto & Vehicles,2018-07-30,0.2.1,4.4 and up
USR00066,AUTO_AND_VEHICLES,4,190,2.5,50000,Free,0,Everyone,Auto & Vehicles,2016-10-14,1,2.3 and up
USR00067,AUTO_AND_VEHICLES,4.3,40211,,5000000,Free,0,Everyone,Auto & Vehicles,2018-07-30,Varies with device,Varies with device
USR00068,AUTO_AND_VEHICLES,3.9,356,,100000,Free,0,Everyone,Auto & Vehicles,2018-05-25,Varies with device,Varies with device
USR00069,AUTO_AND_VEHICLES,4.2,52530,7,5000000,Free,0,Everyone,Auto & Vehicles,2018-07-16,4.47.3,4.0.3 and up
USR00070,AUTO_AND_VEHICLES,4.8,116986,35,5000000,Free,0,Everyone,Auto & Vehicles,2018-08-02,1.9.7,4.0.3 and up
USR00071,AUTO_AND_VEHICLES,3.6,1379,16,500000,Free,0,Everyone,Auto & Vehicles,2018-08-02,2.2.21,4.2 and up
USR00072,AUTO_AND_VEHICLES,4.2,271920,16,10000000,Free,0,Teen,Auto & Vehicles,2018-07-11,Varies with device,5.0 and up
USR00073,AUTO_AND_VEHICLES,4.8,736,,100000,Free,0,Everyone,Auto & Vehicles,2018-07-29,2.9,2.3.3 and up
USR00074,AUTO_AND_VEHICLES,4.8,7021,17,500000,Free,0,Everyone,Auto & Vehicles,2018-07-27,1.79,4.0 and up
USR00075,AUTO_AND_VEHICLES,4.6,197,3.4,50000,Free,0,Everyone,Auto & Vehicles,2018-06-14,1.3,4.0 and up
USR00076,AUTO_AND_VEHICLES,4.5,737,8.9,100000,Free,0,Everyone,Auto & Vehicles,2018-06-08,2.3.5.1,4.1 and up
USR00077,AUTO_AND_VEHICLES,4.3,3574,3.9,1000000,Free,0,Everyone 10+,Auto & Vehicles,2018-07-04,1.6,4.0 and up
USR00078,AUTO_AND_VEHICLES,4.5,994,2.9,100000,Free,0,Everyone,Auto & Vehicles,2018-03-27,1.6,4.1 and up
USR00079,AUTO_AND_VEHICLES,4.9,197136,38,1000000,Free,0,Everyone,Auto & Vehicles,2018-07-15,8.31,4.1 and up
USR00080,AUTO_AND_VEHICLES,3.9,142,32,50000,Free,0,Everyone,Auto & Vehicles,2018-07-24,1.1.5.0,6.0 and up
USR00081,AUTO_AND_VEHICLES,4.4,15168,37,1000000,Free,0,Everyone,Auto & Vehicles,2018-07-27,10.0.2,4.2 and up
USR00082,AUTO_AND_VEHICLES,4,2155,15,500000,Free,0,Everyone,Auto & Vehicles,2018-07-30,1.10.3,5.0 and up
USR00083,AUTO_AND_VEHICLES,4.3,138,5.4,100000,Free,0,Everyone,Auto & Vehicles,2018-07-23,1,4.0.3 and up
USR00084,AUTO_AND_VEHICLES,3.7,5414,18,1000000,Free,0,Everyone,Auto & Vehicles,2018-07-23,3.20.1,4.4 and up
USR00085,AUTO_AND_VEHICLES,4.4,21777,,1000000,Free,0,Everyone,Auto & Vehicles,2018-08-04,Varies with device,Varies with device
USR00086,AUTO_AND_VEHICLES,4.3,348,38,100000,Free,0,Everyone,Auto & Vehicles,2018-07-29,1.0.3,2.3 and up
USR00087,AUTO_AND_VEHICLES,3.2,250,1.1,100000,Free,0,Everyone,Auto & Vehicles,2018-04-27,1.4,4.0.3 and up
USR00088,AUTO_AND_VEHICLES,4.6,13372,,1000000,Free,0,Everyone,Auto & Vehicles,2018-08-03,Varies with device,Varies with device
USR00089,AUTO_AND_VEHICLES,4.6,7880,,100000,Free,0,Everyone,Auto & Vehicles,2018-05-10,4.6.5,Varies with device
USR00090,AUTO_AND_VEHICLES,4.5,3617,7.9,100000,Free,0,Everyone,Auto & Vehicles,2018-05-16,2.8.2,4.1 and up
USR00091,AUTO_AND_VEHICLES,3.7,4806,35,1000000,Free,0,Everyone,Auto & Vehicles,2018-07-31,4.0.3,4.0.3 and up
USR00092,AUTO_AND_VEHICLES,4.6,65786,,1000000,Free,0,Everyone,Auto & Vehicles,2018-08-02,Varies with device,4.0.3 and up
USR00093,AUTO_AND_VEHICLES,4.6,31433,17,1000000,Free,0,Everyone,Auto & Vehicles,2018-08-02,1.4,4.0.3 and up
USR00094,AUTO_AND_VEHICLES,4.6,5097,19,1000000,Free,0,Everyone,Auto & Vehicles,2018-07-23,1.5.18,4.0.3 and up
USR00095,AUTO_AND_VEHICLES,4,1754,14,500000,Free,0,Everyone,Auto & Vehicles,2018-06-02,2.3.4,4.0 and up
USR00096,AUTO_AND_VEHICLES,4.4,2680,2.2,500000,Free,0,Everyone,Auto & Vehicles,2018-03-20,1.03,4.0.3 and up
USR00097,AUTO_AND_VEHICLES,4,1288,4.5,100000,Free,0,Everyone,Auto & Vehicles,2018-04-21,2.17,4.0 and up
USR00098,BEAUTY,4.7,18900,17,500000,Free,0,Everyone,Beauty,2018-08-02,6.10.1,5.0 and up
USR00099,BEAUTY,4.9,49790,14,1000000,Free,0,Everyone,Beauty,2017-11-09,2.3.0,4.1 and up
USR00100,BEAUTY,4.7,1150,9.8,100000,Free,0,Everyone,Beauty,2018-05-15,4,4.1 and up
USR00101,BEAUTY,3.9,1739,21,500000,Free,0,Everyone,Beauty,2018-07-12,1.0.6,4.0.3 and up
USR00102,BEAUTY,3.9,32090,,1000000,Free,0,Everyone,Beauty,2016-10-24,Varies with device,Varies with device
USR00103,BEAUTY,4.2,2225,52,500000,Free,0,Everyone,Beauty,2018-02-28,1.6,4.1 and up
USR00104,BEAUTY,4.6,4369,14,100000,Free,0,Everyone,Beauty,2018-07-25,1.9,4.0.3 and up
USR00105,BEAUTY,4.3,8572,25,1000000,Free,0,Everyone,Beauty,2018-05-10,1.1.0,4.0 and up
USR00106,BEAUTY,4.7,964,9,50000,Free,0,Everyone,Beauty,2018-06-21,4,4.2 and up
USR00107,BEAUTY,4.7,42050,,1000000,Free,0,Everyone,Beauty,2018-06-05,5.4,5.0 and up
USR00108,BEAUTY,4.8,104,12,10000,Free,0,Everyone,Beauty,2018-06-26,1.3,4.0.3 and up
USR00109,BEAUTY,4.2,17934,,1000000,Free,0,Everyone,Beauty,2017-09-12,Varies with device,Varies with device
USR00110,BEAUTY,4.3,601,35,100000,Free,0,Everyone,Beauty,2018-06-02,2.0.0,4.0 and up
USR00111,BEAUTY,4.5,36,6.7,10000,Free,0,Everyone,Beauty,2018-07-26,6,4.0 and up
USR00112,BEAUTY,4.1,187,30,50000,Free,0,Teen,Beauty,2018-07-24,3.0.1,4.0.3 and up
USR00113,BEAUTY,4.2,30,2.9,10000,Free,0,Everyone,Beauty,2018-04-09,3.3.9,4.0.3 and up
USR00114,BEAUTY,4.5,134,17,10000,Free,0,Everyone,Beauty,2018-03-01,1.2,4.0.3 and up
USR00115,BEAUTY,4.4,74,2.9,10000,Free,0,Everyone,Beauty,2018-04-05,2.3.09,4.0.3 and up
USR00116,BEAUTY,4,113715,,10000000,Free,0,Everyone,Beauty,2017-08-03,Varies with device,Varies with device
USR00117,BEAUTY,4.1,3595,,500000,Free,0,Everyone,Beauty,2018-05-24,Varies with device,4.0 and up
USR00118,BEAUTY,4.1,9315,2.6,1000000,Free,0,Everyone,Beauty,2017-11-21,1.4.2,4.0 and up
USR00119,BEAUTY,4.4,75,4.2,50000,Free,0,Everyone,Beauty,2017-10-18,1.0.0,4.0.3 and up
USR00120,BEAUTY,4.6,38,7.1,10000,Free,0,Everyone,Beauty,2018-05-29,1,4.0 and up
USR00121,BEAUTY,4.5,26834,57,1000000,Free,0,Everyone,Beauty,2018-07-24,18.5,5.0 and up
USR00122,BEAUTY,3.9,2277,22,500000,Free,0,Everyone,Beauty,2018-07-12,1.1.0,4.0.3 and up
USR00123,BEAUTY,4.4,2280,24,500000,Free,0,Everyone,Beauty,2018-05-14,1.1.0,4.0 and up
USR00124,BEAUTY,4.6,184,21,10000,Free,0,Everyone,Beauty,2018-07-02,1.5,4.1 and up
USR00125,BEAUTY,3.8,9,3.4,5000,Free,0,Everyone,Beauty,2018-06-07,1,4.0 and up
USR00126,BEAUTY,4,364,6.4,100000,Free,0,Everyone,Beauty,2018-05-24,1.1,4.0.3 and up
USR00127,BEAUTY,4.3,18,3.2,5000,Free,0,Everyone,Beauty,2018-06-01,1.2.13,4.0.3 and up
USR00128,BEAUTY,4.5,473,8.2,100000,Free,0,Mature 17+,Beauty,2017-03-01,1.0.2.0,1.6 and up
USR00129,BEAUTY,4.1,66,2.9,10000,Free,0,Everyone,Beauty,2018-04-05,3.1.89,4.0.3 and up
USR00130,BEAUTY,3.7,3871,23,1000000,Free,0,Everyone,Beauty,2018-07-30,2.2.0,4.0 and up
USR00131,BEAUTY,4.7,257,4.6,50000,Free,0,Everyone,Beauty,2017-08-07,1,4.0.3 and up
USR00132,BEAUTY,4.2,62,3.1,10000,Free,0,Everyone,Beauty,2018-05-28,1.9.2,4.0.3 and up
USR00133,BOOKS_AND_REFERENCE,4.6,2914724,,100000000,Free,0,Teen,Books & Reference,2018-08-01,Varies with device,Varies with device
USR00134,BOOKS_AND_REFERENCE,4.5,1857,4.9,50000,Free,0,Everyone,Books & Reference,2018-08-03,1.3.2,4.4 and up
USR00135,BOOKS_AND_REFERENCE,4.6,4478,9.5,100000,Free,0,Everyone 10+,Books & Reference,2017-07-31,1.1,4.0 and up
USR00136,BOOKS_AND_REFERENCE,4.4,577550,,10000000,Free,0,Everyone,Books & Reference,2018-08-02,Varies with device,Varies with device
USR00137,BOOKS_AND_REFERENCE,4.2,814080,,100000000,Free,0,Teen,Books & Reference,2018-07-27,Varies with device,Varies with device
USR00138,BOOKS_AND_REFERENCE,4.5,246315,,10000000,Free,0,Everyone,Books & Reference,2015-07-17,Varies with device,1.5 and up
USR00139,BOOKS_AND_REFERENCE,4.5,454060,,10000000,Free,0,Everyone,Books & Reference,2018-05-18,Varies with device,Varies with device
USR00140,BOOKS_AND_REFERENCE,4.5,155446,,10000000,Free,0,Teen,Books & Reference,2018-04-25,Varies with device,Varies with device
USR00141,BOOKS_AND_REFERENCE,4.5,418,4.2,100000,Free,0,Everyone,Books & Reference,2018-03-27,2.1,4.1 and up
USR00142,BOOKS_AND_REFERENCE,4.4,22486,5.4,1000000,Free,0,Teen,Books & Reference,2018-06-06,3.2.1,4.0 and up
USR00143,BOOKS_AND_REFERENCE,4.5,203130,,10000000,Free,0,Everyone,Books & Reference,2018-06-28,Varies with device,Varies with device
USR00144,BOOKS_AND_REFERENCE,4.6,1435,2.8,500000,Free,0,Everyone,Books & Reference,2018-01-21,1,4.0 and up
USR00145,BOOKS_AND_REFERENCE,4.8,116507,5,1000000,Free,0,Teen,Books & Reference,2018-08-01,2.0.075,4.0.3 and up
USR00146,BOOKS_AND_REFERENCE,3.9,1433233,,1000000000,Free,0,Teen,Books & Reference,2018-08-03,Varies with device,Varies with device
USR00147,BOOKS_AND_REFERENCE,4.6,90468,5.9,5000000,Free,0,Everyone,Books & Reference,2018-05-27,1.91180527,2.3 and up
USR00148,BOOKS_AND_REFERENCE,4.2,860,13,100000,Free,0,Everyone,Books & Reference,2018-07-17,1,4.0.3 and up
USR00149,BOOKS_AND_REFERENCE,4.1,363934,7.1,10000000,Free,0,Everyone,Books & Reference,2018-07-11,9.1.363,4.1 and up
USR00150,BOOKS_AND_REFERENCE,4.7,967,6.7,500000,Free,0,Everyone,Books & Reference,2018-08-04,1.1.6,4.0.3 and up
USR00151,BOOKS_AND_REFERENCE,4.2,87873,,10000000,Free,0,Teen,Books & Reference,2018-05-28,Varies with device,Varies with device
USR00152,BOOKS_AND_REFERENCE,4.3,17506,17,1000000,Free,0,Everyone,Books & Reference,2018-07-20,2.3.18,4.1 and up
USR00153,BOOKS_AND_REFERENCE,3.3,1862,19,1000000,Free,0,Everyone,Books & Reference,2018-04-27,2.2.5,4.1 and up
USR00154,BOOKS_AND_REFERENCE,4.6,2084,6.7,500000,Free,0,Everyone,Books & Reference,2018-05-17,15,2.3 and up
USR00155,BOOKS_AND_REFERENCE,4.8,47303,21,1000000,Free,0,Everyone,Books & Reference,2018-06-02,18.05.31+530,4.1 and up
USR00156,BOOKS_AND_REFERENCE,4.7,19080,,500000,Free,0,Everyone,Books & Reference,2018-04-25,Varies with device,Varies with device
USR00157,BOOKS_AND_REFERENCE,4.1,85842,37,5000000,Free,0,Everyone,Books & Reference,2018-06-25,5.0.6,4.0 and up
USR00158,BOOKS_AND_REFERENCE,4.6,7831,15,100000,Free,0,Teen,Books & Reference,2018-07-04,1.2.3,4.0 and up
USR00159,BOOKS_AND_REFERENCE,4.1,91615,23,5000000,Free,0,Mature 17+,Books & Reference,2018-06-29,3.12,4.1 and up
USR00160,BOOKS_AND_REFERENCE,4.6,4620,19,500000,Free,0,Everyone,Books & Reference,2017-11-23,2,4.0.3 and up
USR00161,BOOKS_AND_REFERENCE,4.7,21336,23,1000000,Free,0,Everyone,Books & Reference,2018-06-20,1.28,3.0 and up
USR00162,BOOKS_AND_REFERENCE,4.5,26875,73,500000,Free,0,Everyone,Books & Reference,2018-08-01,6.0.8,4.0.3 and up
USR00163,BOOKS_AND_REFERENCE,3.9,1778,4.9,500000,Free,0,Mature 17+,Books & Reference,2014-10-16,1.0.3,2.1 and up
USR00164,BOOKS_AND_REFERENCE,4.4,2709,6.8,1000000,Free,0,Everyone,Books & Reference,2018-07-11,1.9,4.4 and up
USR00165,BOOKS_AND_REFERENCE,4.3,64513,,5000000,Free,0,Everyone,Books & Reference,2018-07-31,Varies with device,Varies with device
USR00166,BOOKS_AND_REFERENCE,4.2,8342,,10000000,Free,0,Everyone,Books & Reference,2017-08-28,9.00.950462,7.0 and up
USR00167,BOOKS_AND_REFERENCE,4.5,527,2.9,100000,Free,0,Everyone,Books & Reference,2018-03-31,14,4.0 and up
USR00168,BOOKS_AND_REFERENCE,4.4,1322,3.5,100000,Free,0,Everyone,Books & Reference,2018-05-28,6,4.0.3 and up
USR00169,BOOKS_AND_REFERENCE,3.4,1680,4,100000,Free,0,Everyone,Books & Reference,2016-08-20,3.05,4.0.3 and up
USR00170,BOOKS_AND_REFERENCE,4.9,2739,21,50000,Free,0,Everyone,Books & Reference,2018-07-17,2,3.0 and up
USR00171,BOOKS_AND_REFERENCE,4.6,1065,2.3,500000,Free,0,Everyone,Books & Reference,2018-06-16,1.5,3.0 and up
USR00172,BOOKS_AND_REFERENCE,4.4,233757,,10000000,Free,0,Everyone,Books & Reference,2018-05-01,Varies with device,Varies with device
USR00173,BOOKS_AND_REFERENCE,4.4,8788,10,1000000,Free,0,Everyone,Books & Reference,2018-07-28,2.5.3,4.0 and up
USR00174,BOOKS_AND_REFERENCE,4.4,51269,6.1,1000000,Free,0,Everyone,Books & Reference,2018-07-19,7.0.4.6,4.2 and up
USR00175,BOOKS_AND_REFERENCE,4.4,30105,2.1,1000000,Free,0,Everyone,Books & Reference,2018-07-29,1.15,4.0.3 and up
USR00176,BOOKS_AND_REFERENCE,3.5,156,42,500000,Free,0,Everyone,Books & Reference,2018-02-15,3.1.7.9,2.2 and up
USR00177,BOOKS_AND_REFERENCE,4.4,341157,30,10000000,Free,0,Everyone 10+,Books & Reference,2018-03-20,3.9.1,4.2 and up
USR00178,BUSINESS,4.1,16129,,10000000,Free,0,Everyone,Business,2018-07-30,Varies with device,Varies with device
USR00179,BUSINESS,4.3,674730,,50000000,Free,0,Everyone,Business,2018-05-21,Varies with device,Varies with device
USR00180,BUSINESS,4.4,1254730,,10000000,Free,0,Everyone,Business,2018-08-03,Varies with device,Varies with device
USR00181,BUSINESS,4.3,85185,29,5000000,Free,0,Everyone,Business,2018-07-17,3.4.2,5.0 and up
USR00182,BUSINESS,4.3,32584,,1000000,Free,0,Everyone,Business,2018-05-04,Varies with device,Varies with device
USR00183,BUSINESS,4.1,217730,,50000000,Free,0,Everyone,Business,2018-04-02,Varies with device,Varies with device
USR00184,BUSINESS,4.4,70991,,5000000,Free,0,Everyone,Business,2018-07-24,2.19.0.204537701,4.4 and up
USR00185,BUSINESS,4.3,1002861,35,100000000,Free,0,Everyone,Business,2018-08-02,9.7.14188,4.1 and up
USR00186,BUSINESS,3.9,16589,9.1,1000000,Free,0,Everyone,Business,2018-06-14,4.9.10,4.0.3 and up
USR00187,BUSINESS,4.8,148945,25,1000000,Free,0,Everyone,Business,2018-07-19,5.2.8,5.0 and up
USR00188,BUSINESS,4.5,4458,3.9,500000,Free,0,Everyone,Business,2018-07-08,3.3,4.1 and up
USR00189,BUSINESS,4.4,62272,18,10000000,Free,0,Everyone,Business,2018-06-26,3.550.2,4.1 and up
USR00190,BUSINESS,4,8941,12,5000000,Free,0,Everyone,Business,2018-07-31,4.6.30,4.0.3 and up
USR00191,BUSINESS,4.3,46353,21,1000000,Free,0,Everyone,Business,2016-04-13,2.8,1.5 and up
USR00192,BUSINESS,4,1279184,,50000000,Free,0,Everyone,Business,2018-08-02,Varies with device,Varies with device
USR00193,BUSINESS,4.2,88073,,10000000,Free,0,Everyone,Business,2018-07-09,Varies with device,Varies with device
USR00194,BUSINESS,4.5,67000,,1000000,Free,0,Everyone,Business,2018-07-17,Varies with device,4.3 and up
USR00195,BUSINESS,4.2,159872,,10000000,Free,0,Everyone,Business,2018-07-31,Varies with device,Varies with device
USR00196,BUSINESS,4.2,30847,55,5000000,Free,0,Everyone,Business,2018-02-08,7.3.21,4.1 and up
USR00197,BUSINESS,4.6,188841,3.2,5000000,Free,0,Everyone,Business,2018-06-21,1.1.13,4.0 and up
USR00198,BUSINESS,4.1,11622,,5000000,Free,0,Everyone,Business,2018-07-26,Varies with device,Varies with device
USR00199,BUSINESS,4.6,95912,,5000000,Free,0,Everyone,Business,2018-07-30,Varies with device,Varies with device
USR00200,BUSINESS,3.1,4034,0.022,100000,Free,0,Everyone,Business,2015-09-11,3.0.1.11 (Build 311),2.2 and up
USR00201,BUSINESS,3.9,45964,16,1000000,Free,0,Everyone,Business,2018-07-18,5.1.5,4.1 and up
USR00202,BUSINESS,4.3,14955,,1000000,Free,0,Everyone,Business,2018-07-30,Varies with device,Varies with device
USR00203,BUSINESS,4.1,6903,14,1000000,Free,0,Everyone,Business,2018-07-10,2.3.6,4.1 and up
USR00204,BUSINESS,4.4,31614,37,10000000,Free,0,Everyone,Business,2018-07-20,4.1.28165.0716,4.0 and up
USR00205,BUSINESS,4.1,23055,,5000000,Free,0,Everyone,Business,2018-06-08,Varies with device,Varies with device
USR00206,BUSINESS,4.1,19023,,1000000,Free,0,Everyone,Business,2018-08-01,99.0.0.35.75,4.1 and up
USR00207,BUSINESS,4.5,207372,11,5000000,Free,0,Everyone,Business,2018-08-02,12.2.4,4.0 and up
USR00208,BUSINESS,4.4,1225,25,100000,Free,0,Everyone,Business,2018-08-01,1.0.6.8,4.1 and up
USR00209,BUSINESS,4.4,380837,7.3,10000000,Free,0,Everyone,Business,2018-07-04,3.4.5,4.2 and up
USR00210,BUSINESS,4.3,10600,6.5,1000000,Free,0,Everyone,Business,2018-08-01,2.5.6,4.0 and up
USR00211,BUSINESS,4.4,74359,25,1000000,Free,0,Everyone,Business,2018-07-27,1.12.5,4.0 and up
